"from_stop_id","to_stop_id","transfer_type","min_transfer_time","from_route_id","to_route_id","from_trip_id","to_trip_id"
000200415009,000200415009,2,300,,,,
000200405025,000200405025,2,300,,,,
000200414003,000200414003,2,300,,,,
000200404007,000200404007,2,300,,,,
000200410002,000200410002,2,300,,,,
000200417008,000200417008,2,300,,,,
000200417036,000200417036,2,300,,,,
000200901024,000200901024,2,300,,,,
000200415006,000200415006,2,300,,,,
000200403006,000200403006,2,300,,,,
000160301007,000160301007,2,300,,,,
000160301002,000160301002,2,300,,,,
000140505004,000140505004,2,300,,,,
000140505004,000140505004,1,,"3415","3416",,
000140505004,000140505004,1,,"3416","3415",,
000500000083,000500000083,2,300,,,,
000140505003,000140505003,2,300,,,,
000160601001,000160601001,2,300,,,,
000500000078,000500000078,2,300,,,,
000170804002,000170804002,2,300,,,,
000170101002,000170101002,2,300,,,,
000170301002,000170301002,2,300,,,,
000170501015,000170501015,2,300,,,,
000170101003,000170101003,2,300,,,,
000180305001,000180305001,2,300,,,,
000200504006,000200504006,2,300,,,,
000210701006,000210701006,2,300,,,,
000210701006,000210701006,1,,"2483","2624",,
000210701006,000210701006,1,,"2624","2483",,
000210701006,000210701006,1,,"2624","3458",,
000210701006,000210701006,1,,"2624","3459",,
000210701006,000210701006,1,,"3038","3205",,
000210701006,000210701006,1,,"3205","3038",,
000210701006,000210701006,1,,"3207","3458",,
000210701006,000210701006,1,,"3207","3571",,
000210701006,000210701006,1,,"3458","2624",,
000210701006,000210701006,1,,"3458","3207",,
000210701006,000210701006,1,,"3459","2624",,
000210701006,000210701006,1,,"3571","3207",,
000210701008,000210701008,2,300,,,,
000210803005,000210803005,2,300,,,,
000210803005,000210803005,1,,"3207","3281",,
000210803005,000210803005,1,,"3207","3282",,
000210803005,000210803005,1,,"3281","3207",,
000210803005,000210803005,1,,"3282","3207",,
000500000009,000500000009,2,300,,,,
000500000093,000500000093,2,300,,,,
000500000074,000500000074,2,300,,,,
000170601004,000170601004,2,300,,,,
000200405005,000200405005,2,300,,,,
000210801001,000210801001,2,300,,,,
000210801003,000210801003,2,300,,,,
000210402001,000210402001,2,300,,,,
000180803003,000180803003,2,300,,,,
000180803004,000180803004,2,300,,,,
000500000050,000500000050,2,300,,,,
000500000018,000500000018,2,300,,,,
000500000090,000500000090,2,300,,,,
000500000005,000500000005,2,300,,,,
000200405014,000200405014,2,180,,,,
000200504001,000200504001,2,300,,,,
000180101001,000180101001,2,300,,,,
000180102002,000180102002,2,300,,,,
000180102001,000180102001,2,300,,,,
000180803001,000180803001,2,300,,,,
000140603001,000140603001,2,300,,,,
000140401004,000140401004,2,300,,,,
000140401007,000140401007,2,300,,,,
000140401009,000140401009,2,300,,,,
000140401001,000140401001,2,300,,,,
000140401006,000140401006,2,300,,,,
000140401005,000140401005,2,300,,,,
000140203002,000140203002,2,300,,,,
000140203001,000140203001,2,300,,,,
000130207002,000130207002,2,300,,,,
000130201003,000130201003,2,300,,,,
000140201002,000140201002,2,300,,,,
000140201003,000140201003,2,300,,,,
000140204002,000140204002,2,300,,,,
000130204001,000130204001,2,300,,,,
000130204001,000130204001,1,,"2872","3437",,
000130204001,000130204001,1,,"3437","2872",,
000130204001,000130204001,1,,"3437","3439",,
000130204001,000130204001,1,,"3439","3437",,
000130202002,000130202002,2,300,,,,
000141203002,000141203002,2,300,,,,
000170101009,000170101009,2,300,,,,
000170101006,000170101006,2,300,,,,
000170301004,000170301004,2,300,,,,
000141204001,000141204001,2,300,,,,
000170102001,000170102001,2,300,,,,
000170104002,000170104002,2,300,,,,
000170302001,000170302001,2,300,,,,
000130301010,000130301010,2,300,,,,
000130301006,000130301006,2,300,,,,
000130301006,000130301006,1,,"2872","3440",,
000130301006,000130301006,1,,"3440","2872",,
000130301012,000130301012,2,300,,,,
000130101002,000130101002,2,300,,,,
000130101003,000130101003,2,300,,,,
000130106003,000130106003,2,300,,,,
000130106001,000130106001,2,300,,,,
000110406001,000110406001,2,300,,,,
000180401006,000180401006,2,300,,,,
000180701006,000180701006,2,300,,,,
000180701003,000180701003,2,300,,,,
000180701002,000180701002,2,300,,,,
000180703001,000180703001,2,300,,,,
000170605001,000170605001,2,300,,,,
000170610001,000170610001,2,300,,,,
000170611003,000170611003,2,300,,,,
000170612003,000170612003,2,300,,,,
000170612001,000170612001,2,300,,,,
000170501009,000170501009,2,300,,,,
000170501006,000170501006,2,300,,,,
000170501003,000170501003,2,300,,,,
000200409005,000200409005,2,300,,,,
000200410003,000200410003,2,300,,,,
000180508001,000180508001,2,300,,,,
000180508003,000180508003,2,300,,,,
000180508004,000180508004,2,300,,,,
000180511002,000180511002,2,300,,,,
000180511002,000180511002,1,,"2257","3526",,
000180511002,000180511002,1,,"3275","3529",,
000180511002,000180511002,1,,"3351","3529",,
000180511002,000180511002,1,,"3351","3784",,
000180511002,000180511002,1,,"3524","3529",,
000180511002,000180511002,1,,"3526","2257",,
000180511002,000180511002,1,,"3529","3275",,
000180511002,000180511002,1,,"3529","3351",,
000180511002,000180511002,1,,"3529","3524",,
000180511002,000180511002,1,,"3784","3351",,
000180511005,000180511005,2,300,,,,
000180511007,000180511007,2,300,,,,
000180509002,000180509002,2,300,,,,
000170404001,000170404001,2,300,,,,
000180801002,000180801002,2,300,,,,
000200403009,000200403009,2,300,,,,
000200404001,000200404001,2,300,,,,
000200405013,000200405013,2,300,,,,
000200419021,000200419021,2,300,,,,
000200204004,000200204004,2,300,,,,
000200601001,000200601001,2,300,,,,
000200601002,000200601002,2,300,,,,
000200601005,000200601005,2,300,,,,
000210801002,000210801002,2,300,,,,
000180801001,000180801001,2,300,,,,
000180804002,000180804002,2,300,,,,
000180802004,000180802004,2,300,,,,
000180802003,000180802003,2,300,,,,
000180802003,000180802003,1,,"3276","3277",,
000180802003,000180802003,1,,"3276","3281",,
000180802003,000180802003,1,,"3276","3320",,
000180802003,000180802003,1,,"3276","3356",,
000210402002,000210402002,2,300,,,,
000210801005,000210801005,2,300,,,,
000210401006,000210401006,2,300,,,,
000170501012,000170501012,2,300,,,,
000500000079,000500000079,1,,,,,
000180302004,000180302004,2,300,,,,
000180302002,000180302002,2,300,,,,
000180401002,000180401002,2,300,,,,
000180401002,000180401002,1,,"2427","2760",,
000180401002,000180401002,1,,"2620","2760",,
000180401002,000180401002,1,,"2760","2427",,
000180401002,000180401002,1,,"2760","2620",,
000180401002,000180401002,1,,"2760","3281",,
000180401002,000180401002,1,,"3281","2760",,
000180305002,000180305002,2,300,,,,
000180305003,000180305003,2,300,,,,
000180305004,000180305004,2,300,,,,
000180306001,000180306001,2,300,,,,
000210602003,000210602003,2,300,,,,
000500000089,000500000089,2,300,,,,
000500000035,000500000035,2,300,,,,
000500000021,000500000021,2,300,,,,
000200203003,000200203003,2,300,,,,
000500000033,000500000033,2,300,,,,
000500000034,000500000034,2,300,,,,
000500104061,000500104061,2,300,,,,
000500101059,000500101059,2,300,,,,
000500102045,000500102045,2,300,,,,
000500102046,000500102046,2,300,,,,
000500103054,000500103054,2,300,,,,
000500000080,000500000080,2,300,,,,
000170501005,000170501005,2,300,,,,
000500000082,000500000082,2,300,,,,
000500000027,000500000027,2,300,,,,
000500102043,000500102043,2,300,,,,
000500102044,000500102044,2,300,,,,
000500104063,000500104063,2,300,,,,
000500105066,000500105066,2,300,,,,
000500000058,000500000058,2,300,,,,
000220201001,000220201001,2,300,,,,
000220301018,000220301018,2,300,,,,
000220301003,000220301003,2,300,,,,
000220301005,000220301005,2,300,,,,
000220301006,000220301006,2,300,,,,
000220301045,000220301045,2,300,,,,
000220301044,000220301044,2,300,,,,
000220301054,000220301054,2,300,,,,
000220301042,000220301042,2,300,,,,
000220301037,000220301037,2,300,,,,
000220301040,000220301040,2,300,,,,
000220301016,000220301016,2,300,,,,
000220301057,000220301057,2,300,,,,
000220301004,000220301004,2,300,,,,
000220301033,000220301033,2,300,,,,
000220402053,000220402053,2,300,,,,
000220402012,000220402012,2,300,,,,
000220402098,000220402098,2,300,,,,
000220402005,000220402005,2,300,,,,
000220402013,000220402013,2,300,,,,
000220402076,000220402076,2,300,,,,
000220402052,000220402052,2,300,,,,
000220402002,000220402002,2,300,,,,
000220402035,000220402035,2,300,,,,
000220402027,000220402027,2,300,,,,
000220402026,000220402026,2,300,,,,
000220201041,000220201041,2,300,,,,
000220201025,000220201025,2,300,,,,
000220201036,000220201036,2,300,,,,
000220201044,000220201044,2,300,,,,
000220201004,000220201004,2,300,,,,
000220202002,000220202002,2,300,,,,
000220202003,000220202003,2,300,,,,
000220202001,000220202001,2,300,,,,
000220402065,000220402065,2,300,,,,
000221201011,000221201011,2,300,,,,
000221201002,000221201002,2,300,,,,
000220601012,000220601012,2,300,,,,
000220301030,000220301030,2,300,,,,
000220301031,000220301031,2,300,,,,
000220301019,000220301019,2,300,,,,
000220301002,000220301002,2,300,,,,
000220301013,000220301013,2,300,,,,
000220301048,000220301048,2,300,,,,
000220601013,000220601013,2,300,,,,
000220601014,000220601014,2,300,,,,
000220602004,000220602004,2,300,,,,
000220602008,000220602008,2,300,,,,
000221201012,000221201012,2,300,,,,
000221201009,000221201009,2,300,,,,
000221201004,000221201004,2,300,,,,
000221201007,000221201007,2,300,,,,
000221201006,000221201006,2,300,,,,
000220601004,000220601004,2,300,,,,
000220601017,000220601017,2,300,,,,
000220601021,000220601021,2,300,,,,
000220601010,000220601010,2,300,,,,
000220601005,000220601005,2,300,,,,
000220601011,000220601011,2,300,,,,
000221401008,000221401008,2,300,,,,
000221401003,000221401003,2,300,,,,
000220402054,000220402054,2,300,,,,
000220901007,000220901007,2,300,,,,
000190101003,000190101003,2,300,,,,
000221304001,000221304001,2,300,,,,
000221302002,000221302002,2,300,,,,
000221302007,000221302007,2,300,,,,
000221302001,000221302001,2,300,,,,
000220201039,000220201039,2,300,,,,
000221304004,000221304004,2,300,,,,
000221304007,000221304007,2,300,,,,
000221301011,000221301011,2,300,,,,
000220203003,000220203003,2,300,,,,
000220903002,000220903002,2,300,,,,
000220903020,000220903020,2,300,,,,
000220903018,000220903018,2,300,,,,
000220901009,000220901009,2,300,,,,
000190103003,000190103003,2,300,,,,
000190102002,000190102002,2,300,,,,
000190102003,000190102003,2,300,,,,
000190101019,000190101019,2,300,,,,
000190101014,000190101014,2,300,,,,
000221303002,000221303002,2,300,,,,
000220203011,000220203011,2,300,,,,
000220402067,000220402067,2,300,,,,
000220402033,000220402033,2,300,,,,
000220402112,000220402112,2,300,,,,
000220402004,000220402004,2,300,,,,
000220402104,000220402104,2,300,,,,
000220301009,000220301009,2,300,,,,
000220301027,000220301027,2,300,,,,
000220301049,000220301049,2,300,,,,
000220301050,000220301050,2,300,,,,
000220301014,000220301014,2,300,,,,
000220301056,000220301056,2,300,,,,
000220301038,000220301038,2,300,,,,
000220301024,000220301024,2,300,,,,
000220201018,000220201018,2,300,,,,
000220201006,000220201006,2,300,,,,
000220901006,000220901006,2,300,,,,
000220901013,000220901013,2,300,,,,
000220901012,000220901012,2,300,,,,
000220203004,000220203004,2,300,,,,
000220203008,000220203008,2,300,,,,
000220201057,000220201057,2,300,,,,
000220201034,000220201034,2,300,,,,
000220201054,000220201054,2,300,,,,
000220204004,000220204004,2,300,,,,
000220402079,000220402079,2,300,,,,
000220402106,000220402106,2,300,,,,
000220402105,000220402105,2,300,,,,
000220402034,000220402034,2,300,,,,
000220402034,000220402034,1,,"3853","3903",,
000220301046,000220301046,2,300,,,,
000220901005,000220901005,2,300,,,,
000220901001,000220901001,2,300,,,,
000220402014,000220402014,2,300,,,,
000220903009,000220903009,2,300,,,,
000220402064,000220402064,2,300,,,,
000220601009,000220601009,2,300,,,,
000220601002,000220601002,2,300,,,,
000220601007,000220601007,2,300,,,,
000220402086,000220402086,2,300,,,,
000221301018,000221301018,2,300,,,,
000220402022,000220402022,2,300,,,,
000220902018,000220902018,2,300,,,,
000200102005,000200102005,2,300,,,,
000200901007,000200901007,2,300,,,,
000200101017,000200101017,2,300,,,,
000140701023,000140701023,2,300,,,,
000140701023,000140701023,1,,"3419","3419",,
000140701023,000140701023,1,,"3445","3419",,
000140701020,000140701020,2,300,,,,
000140702010,000140702010,2,300,,,,
000140702011,000140702011,2,300,,,,
000140701031,000140701031,2,300,,,,
000140701006,000140701006,2,300,,,,
000140701015,000140701015,2,300,,,,
000120911007,000120911007,2,300,,,,
000120911040,000120911040,2,300,,,,
000220201032,000220201032,2,300,,,,
000220203029,000220203029,2,300,,,,
000220203023,000220203023,2,300,,,,
000200901002,000200901002,2,300,,,,
000220201023,000220201023,2,300,,,,
000500000010,000500000010,2,300,,,,
000160601006,000160601006,2,300,,,,
000160501002,000160501002,2,300,,,,
000160501002,000160501002,1,,"3278","3350",,
000160501002,000160501002,1,,"3350","3278",,
000160501004,000160501004,2,300,,,,
000160502001,000160502001,2,300,,,,
000180511006,000180511006,2,300,,,,
000180507001,000180507001,2,300,,,,
000180501001,000180501001,2,300,,,,
000180504001,000180504001,2,300,,,,
000180504002,000180504002,2,300,,,,
000180504003,000180504003,2,300,,,,
000180510001,000180510001,2,300,,,,
000160802001,000160802001,2,300,,,,
000160806001,000160806001,2,300,,,,
000160801001,000160801001,2,300,,,,
000180505001,000180505001,2,180,,,,
000201005001,000201005001,2,300,,,,
000200405036,000200405036,2,120,,,,
000160601005,000160601005,2,300,,,,
000140505001,000140505001,2,300,,,,
000140503001,000140503001,2,300,,,,
000140503002,000140503002,2,300,,,,
000160601007,000160601007,2,300,,,,
000160601007,000160601007,1,,"3280","3415",,
000160601007,000160601007,1,,"3415","3280",,
000160602002,000160602002,2,300,,,,
000160501005,000160501005,2,300,,,,
000140401008,000140401008,2,300,,,,
000140701024,000140701024,2,300,,,,
000170803002,000170803002,2,300,,,,
000170801002,000170801002,2,300,,,,
000170801002,000170801002,1,,"3278","3279",,
000170801002,000170801002,1,,"3279","3278",,
000170801002,000170801002,1,,"3279","3280",,
000170801002,000170801002,1,,"3280","3279",,
000170802002,000170802002,2,300,,,,
000170101001,000170101001,2,300,,,,
000170801001,000170801001,2,300,,,,
000170401002,000170401002,2,300,,,,
000170207001,000170207001,2,300,,,,
000170501004,000170501004,2,300,,,,
000170501022,000170501022,2,300,,,,
000170501021,000170501021,2,300,,,,
000170403004,000170403004,2,300,,,,
000170205001,000170205001,2,300,,,,
000170403001,000170403001,2,300,,,,
000170403002,000170403002,2,300,,,,
000170402002,000170402002,2,300,,,,
000170402005,000170402005,1,,,,,
000170402005,000170402005,1,,"3524","3529",,
000170402005,000170402005,1,,"3529","3524",,
000170402001,000170402001,2,300,,,,
000170402001,000170402001,1,,"3524","3529",,
000170402001,000170402001,1,,"3529","3524",,
000170402001,000170402001,1,,"3529","3560",,
000170402001,000170402001,1,,"3560","3529",,
000170501007,000170501007,2,300,,,,
000170501002,000170501002,2,300,,,,
000170301003,000170301003,2,300,,,,
000170305001,000170305001,2,300,,,,
000170402004,000170402004,2,300,,,,
000170202002,000170202002,2,300,,,,
000150105002,000150105002,2,300,,,,
000170203002,000170203002,2,300,,,,
000170205002,000170205002,2,300,,,,
000180502002,000180502002,2,300,,,,
000180502001,000180502001,2,300,,,,
000170402006,000170402006,2,300,,,,
000200404008,000200404008,2,300,,,,
000180703002,000180703002,2,300,,,,
000180508005,000180508005,2,300,,,,
000200502001,000200502001,2,300,,,,
000200502002,000200502002,2,300,,,,
000200506003,000200506003,2,300,,,,
000200506001,000200506001,2,300,,,,
000200506006,000200506006,2,300,,,,
000200508002,000200508002,2,300,,,,
000200508011,000200508011,2,300,,,,
000200502003,000200502003,2,300,,,,
000200305005,000200305005,2,300,,,,
000200305007,000200305007,2,300,,,,
000200305006,000200305006,2,300,,,,
000200305002,000200305002,2,300,,,,
000200303003,000200303003,2,300,,,,
000200303004,000200303004,2,300,,,,
000200303001,000200303001,2,300,,,,
000200303007,000200303007,2,300,,,,
000200304001,000200304001,2,300,,,,
000200508007,000200508007,2,300,,,,
000200507001,000200507001,2,300,,,,
000200504002,000200504002,2,300,,,,
000200504005,000200504005,2,300,,,,
000200505003,000200505003,2,300,,,,
000200505001,000200505001,2,300,,,,
000200505005,000200505005,2,300,,,,
000200305008,000200305008,2,300,,,,
000200305004,000200305004,2,300,,,,
000200305003,000200305003,2,300,,,,
000200705004,000200705004,2,300,,,,
000200504003,000200504003,2,300,,,,
000180512001,000180512001,2,300,,,,
000180105002,000180105002,2,300,,,,
000180105003,000180105003,2,300,,,,
000180401008,000180401008,2,300,,,,
000180401001,000180401001,2,300,,,,
000180401007,000180401007,2,300,,,,
000180401013,000180401013,2,300,,,,
000180302001,000180302001,2,300,,,,
000210401001,000210401001,2,300,,,,
000180301001,000180301001,2,300,,,,
000180104002,000180104002,2,300,,,,
000180104001,000180104001,2,300,,,,
000200204001,000200204001,2,300,,,,
000200704001,000200704001,2,300,,,,
000200704003,000200704003,2,300,,,,
000200705005,000200705005,2,300,,,,
000200508009,000200508009,2,300,,,,
000200508004,000200508004,2,300,,,,
000200508006,000200508006,2,300,,,,
000200702002,000200702002,2,300,,,,
000200702001,000200702001,2,300,,,,
000200704002,000200704002,2,300,,,,
000200705003,000200705003,2,300,,,,
000200706001,000200706001,2,300,,,,
000180802002,000180802002,2,300,,,,
000210401004,000210401004,2,300,,,,
000210401002,000210401002,2,300,,,,
000200204005,000200204005,2,300,,,,
000200204006,000200204006,2,300,,,,
000200601010,000200601010,2,300,,,,
000200601004,000200601004,2,300,,,,
000200601006,000200601006,2,300,,,,
000210102004,000210102004,2,300,,,,
000500000073,000500000073,2,300,,,,
000200601009,000200601009,2,300,,,,
000210803004,000210803004,2,300,,,,
000210803001,000210803001,2,300,,,,
000210102002,000210102002,2,300,,,,
000210102003,000210102003,2,300,,,,
000210104001,000210104001,2,300,,,,
000210101001,000210101001,2,300,,,,
000210109002,000210109002,2,300,,,,
000200203001,000200203001,2,300,,,,
000200203004,000200203004,2,300,,,,
000210803002,000210803002,2,300,,,,
000210701003,000210701003,2,300,,,,
000210701012,000210701012,2,300,,,,
000210701014,000210701014,2,300,,,,
000200420006,000200420006,2,300,,,,
000210701015,000210701015,2,300,,,,
000160201005,000160201005,2,300,,,,
000200202002,000200202002,2,300,,,,
000200203002,000200203002,2,300,,,,
000200201006,000200201006,2,300,,,,
000200201003,000200201003,2,300,,,,
000200201001,000200201001,2,300,,,,
000210301001,000210301001,2,300,,,,
000210301004,000210301004,2,300,,,,
000210301002,000210301002,2,300,,,,
000201102003,000201102003,2,300,,,,
000200301001,000200301001,2,300,,,,
000200303006,000200303006,2,300,,,,
000200303006,000200303006,1,,"3327","3360",,
000200303006,000200303006,1,,"3360","3327",,
000220502003,000220502003,2,300,,,,
000201103004,000201103004,2,300,,,,
000200301002,000200301002,2,300,,,,
000200301003,000200301003,2,300,,,,
000210701011,000210701011,2,300,,,,
000210607002,000210607002,2,300,,,,
000210609001,000210609001,2,300,,,,
000210501002,000210501002,2,300,,,,
000220501002,000220501002,2,300,,,,
000220502002,000220502002,2,300,,,,
000210105001,000210105001,2,300,,,,
000210608001,000210608001,2,300,,,,
000210608002,000210608002,2,300,,,,
000210601003,000210601003,2,300,,,,
000210601002,000210601002,2,300,,,,
000210602002,000210602002,2,300,,,,
000210602005,000210602005,2,300,,,,
000210604001,000210604001,2,300,,,,
000210605001,000210605001,2,300,,,,
000210605003,000210605003,2,300,,,,
000210607003,000210607003,2,300,,,,
